,gameKey,playID,player,time,x,y,s,a,dis,o,dir,event,game_play,snap,isSnap,team,snap_offset,est_frame
128302,57783,3374,H74,2018-12-16 20:22:25.900000+00:00,51.7,22.13,0.31,0.4,0.03,21.08,19.71,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-14.6,-865
128303,57783,3374,H74,2018-12-16 20:22:26+00:00,51.71,22.14,0.25,0.35,0.01,21.75,20.26,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-14.5,-859
128304,57783,3374,H74,2018-12-16 20:22:26.099000+00:00,51.72,22.15,0.21,0.3,0.02,22.77,23.2,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-14.401,-853
128305,57783,3374,H74,2018-12-16 20:22:26.200000+00:00,51.73,22.18,0.21,0.27,0.03,22.77,22.55,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-14.3,-847
128306,57783,3374,H74,2018-12-16 20:22:26.299000+00:00,51.73,22.19,0.19,0.24,0.02,22.77,21.31,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-14.201,-841
128307,57783,3374,H74,2018-12-16 20:22:26.400000+00:00,51.75,22.21,0.17,0.21,0.02,22.77,22.72,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-14.1,-835
128308,57783,3374,H74,2018-12-16 20:22:26.500000+00:00,51.75,22.18,0.12,0.17,0.03,24.26,27.27,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-14.0,-829
128309,57783,3374,H74,2018-12-16 20:22:26.599000+00:00,51.75,22.19,0.11,0.15,0.02,24.26,24.61,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-13.901,-823
128310,57783,3374,H74,2018-12-16 20:22:26.700000+00:00,51.75,22.21,0.1,0.13,0.01,27.96,23.18,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-13.8,-817
128311,57783,3374,H74,2018-12-16 20:22:26.799000+00:00,51.76,22.19,0.07,0.11,0.02,30.15,30.23,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-13.701,-811
128312,57783,3374,H74,2018-12-16 20:22:26.900000+00:00,51.76,22.19,0.06,0.09,0.0,31.99,30.01,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-13.6,-805
128313,57783,3374,H74,2018-12-16 20:22:27+00:00,51.76,22.19,0.05,0.08,0.0,31.99,31.61,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-13.5,-799
128314,57783,3374,H74,2018-12-16 20:22:27.099000+00:00,51.77,22.19,0.04,0.07,0.01,33.5,37.32,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-13.401,-793
128315,57783,3374,H74,2018-12-16 20:22:27.200000+00:00,51.79,22.19,0.04,0.06,0.02,33.5,46.33,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-13.3,-787
128316,57783,3374,H74,2018-12-16 20:22:27.299000+00:00,51.8,22.2,0.04,0.05,0.01,32.09,45.32,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-13.201,-781
128317,57783,3374,H74,2018-12-16 20:22:27.400000+00:00,51.8,22.2,0.04,0.05,0.01,30.51,45.34,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-13.1,-775
128318,57783,3374,H74,2018-12-16 20:22:27.500000+00:00,51.81,22.21,0.03,0.05,0.02,30.51,47.49,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-13.0,-769
128319,57783,3374,H74,2018-12-16 20:22:27.599000+00:00,51.82,22.21,0.03,0.04,0.01,29.83,49.76,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-12.901,-763
128320,57783,3374,H74,2018-12-16 20:22:27.700000+00:00,51.84,22.22,0.03,0.04,0.02,29.12,53.3,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-12.8,-757
128321,57783,3374,H74,2018-12-16 20:22:27.799000+00:00,51.84,22.22,0.03,0.03,0.0,29.12,54.26,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-12.701,-751
128322,57783,3374,H74,2018-12-16 20:22:27.900000+00:00,51.84,22.22,0.02,0.03,0.01,28.51,54.17,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-12.6,-745
128323,57783,3374,H74,2018-12-16 20:22:28+00:00,51.85,22.23,0.02,0.03,0.01,28.51,54.22,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-12.5,-739
128324,57783,3374,H74,2018-12-16 20:22:28.099000+00:00,51.86,22.23,0.02,0.03,0.01,28.51,55.16,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-12.401,-733
128325,57783,3374,H74,2018-12-16 20:22:28.200000+00:00,51.86,22.23,0.02,0.02,0.0,28.51,54.66,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-12.3,-727
128326,57783,3374,H74,2018-12-16 20:22:28.299000+00:00,51.86,22.24,0.02,0.02,0.01,28.51,53.12,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-12.201,-721
128327,57783,3374,H74,2018-12-16 20:22:28.400000+00:00,51.86,22.24,0.01,0.02,0.01,27.42,54.73,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-12.1,-715
128328,57783,3374,H74,2018-12-16 20:22:28.500000+00:00,51.87,22.24,0.01,0.02,0.0,27.42,55.02,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-12.0,-709
128329,57783,3374,H74,2018-12-16 20:22:28.599000+00:00,51.87,22.24,0.01,0.01,0.0,27.42,54.97,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-11.901,-703
128330,57783,3374,H74,2018-12-16 20:22:28.700000+00:00,51.86,22.24,0.01,0.01,0.01,26.45,56.98,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-11.8,-697
128331,57783,3374,H74,2018-12-16 20:22:28.799000+00:00,51.86,22.23,0.01,0.01,0.0,25.43,58.42,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-11.701,-691
128332,57783,3374,H74,2018-12-16 20:22:28.900000+00:00,51.85,22.22,0.01,0.01,0.02,24.6,60.43,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-11.6,-685
128333,57783,3374,H74,2018-12-16 20:22:29+00:00,51.83,22.21,0.0,0.01,0.02,23.0,62.2,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-11.5,-679
128334,57783,3374,H74,2018-12-16 20:22:29.099000+00:00,51.81,22.2,0.0,0.0,0.02,18.81,62.25,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-11.401,-673
128335,57783,3374,H74,2018-12-16 20:22:29.200000+00:00,51.8,22.2,0.0,0.0,0.01,17.38,63.73,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-11.3,-667
128336,57783,3374,H74,2018-12-16 20:22:29.299000+00:00,51.8,22.2,0.0,0.0,0.0,16.56,64.92,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-11.201,-661
128337,57783,3374,H74,2018-12-16 20:22:29.400000+00:00,51.79,22.19,0.0,0.0,0.02,16.56,73.92,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-11.1,-655
128338,57783,3374,H74,2018-12-16 20:22:29.500000+00:00,51.77,22.17,0.02,0.85,0.02,11.0,233.77,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-11.0,-649
128339,57783,3374,H74,2018-12-16 20:22:29.599000+00:00,51.72,22.14,0.2,2.51,0.06,5.31,235.04,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-10.901,-643
128340,57783,3374,H74,2018-12-16 20:22:29.700000+00:00,51.62,22.07,0.57,3.52,0.13,359.79,235.81,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-10.8,-637
128341,57783,3374,H74,2018-12-16 20:22:29.799000+00:00,51.46,21.97,1.03,3.71,0.19,355.19,237.94,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-10.701,-631
128342,57783,3374,H74,2018-12-16 20:22:29.900000+00:00,51.27,21.86,1.42,3.22,0.21,350.42,238.82,huddle_break_offense,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-10.6,-625
128343,57783,3374,H74,2018-12-16 20:22:30+00:00,51.07,21.74,1.73,2.52,0.23,340.5,239.57,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-10.5,-619
128344,57783,3374,H74,2018-12-16 20:22:30.099000+00:00,50.84,21.63,2.0,1.79,0.25,326.91,241.33,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-10.401,-613
128345,57783,3374,H74,2018-12-16 20:22:30.200000+00:00,50.6,21.53,2.21,1.29,0.26,307.03,243.21,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-10.3,-607
128346,57783,3374,H74,2018-12-16 20:22:30.299000+00:00,50.37,21.43,2.32,0.84,0.25,295.11,244.41,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-10.201,-601
128347,57783,3374,H74,2018-12-16 20:22:30.400000+00:00,50.14,21.33,2.39,0.46,0.25,284.16,245.46,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-10.1,-595
128348,57783,3374,H74,2018-12-16 20:22:30.500000+00:00,49.9,21.24,2.44,0.36,0.25,267.72,246.75,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-10.0,-589
128349,57783,3374,H74,2018-12-16 20:22:30.599000+00:00,49.67,21.16,2.43,0.45,0.24,260.56,248.05,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-9.901,-583
128350,57783,3374,H74,2018-12-16 20:22:30.700000+00:00,49.46,21.09,2.39,0.66,0.23,256.69,249.05,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-9.8,-577
128351,57783,3374,H74,2018-12-16 20:22:30.799000+00:00,49.25,21.02,2.33,0.91,0.22,254.32,250.19,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-9.701,-571
128352,57783,3374,H74,2018-12-16 20:22:30.900000+00:00,49.04,20.96,2.27,1.03,0.21,253.28,251.68,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-9.6,-565
128353,57783,3374,H74,2018-12-16 20:22:31+00:00,48.85,20.91,2.17,1.11,0.2,252.14,252.63,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-9.5,-559
128354,57783,3374,H74,2018-12-16 20:22:31.099000+00:00,48.67,20.87,2.06,1.16,0.18,252.14,253.71,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-9.401,-553
128355,57783,3374,H74,2018-12-16 20:22:31.200000+00:00,48.5,20.83,1.95,1.22,0.17,252.14,254.71,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-9.3,-547
128356,57783,3374,H74,2018-12-16 20:22:31.299000+00:00,48.35,20.8,1.83,1.23,0.16,253.26,255.61,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-9.201,-542
128357,57783,3374,H74,2018-12-16 20:22:31.400000+00:00,48.21,20.77,1.7,1.26,0.15,254.06,256.09,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-9.1,-535
128358,57783,3374,H74,2018-12-16 20:22:31.500000+00:00,48.08,20.74,1.58,1.26,0.13,254.77,256.34,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-9.0,-529
128359,57783,3374,H74,2018-12-16 20:22:31.599000+00:00,47.96,20.71,1.44,1.32,0.12,255.62,256.32,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.901,-524
128360,57783,3374,H74,2018-12-16 20:22:31.700000+00:00,47.86,20.69,1.3,1.33,0.1,256.73,255.87,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.8,-517
128361,57783,3374,H74,2018-12-16 20:22:31.799000+00:00,47.77,20.66,1.16,1.34,0.09,258.12,254.65,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.701,-512
128362,57783,3374,H74,2018-12-16 20:22:31.900000+00:00,47.7,20.63,1.04,1.24,0.08,258.86,252.23,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.6,-505
128363,57783,3374,H74,2018-12-16 20:22:32+00:00,47.64,20.59,0.93,1.19,0.07,258.86,248.36,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.5,-499
128364,57783,3374,H74,2018-12-16 20:22:32.099000+00:00,47.59,20.55,0.82,1.22,0.07,259.75,242.33,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.401,-494
128365,57783,3374,H74,2018-12-16 20:22:32.200000+00:00,47.55,20.5,0.75,1.15,0.06,259.75,234.78,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.3,-488
128366,57783,3374,H74,2018-12-16 20:22:32.299000+00:00,47.52,20.44,0.7,0.97,0.07,260.95,227.11,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.201,-482
128367,57783,3374,H74,2018-12-16 20:22:32.400000+00:00,47.5,20.39,0.64,0.86,0.06,262.64,220.45,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.1,-476
128368,57783,3374,H74,2018-12-16 20:22:32.500000+00:00,47.49,20.34,0.57,0.82,0.05,263.83,213.98,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.0,-470
128369,57783,3374,H74,2018-12-16 20:22:32.599000+00:00,47.48,20.31,0.48,0.86,0.04,267.39,208.06,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.901,-464
128370,57783,3374,H74,2018-12-16 20:22:32.700000+00:00,47.49,20.29,0.35,1.07,0.02,269.31,201.06,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.8,-458
128371,57783,3374,H74,2018-12-16 20:22:32.799000+00:00,47.5,20.29,0.21,1.26,0.01,271.7,188.36,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.701,-452
128372,57783,3374,H74,2018-12-16 20:22:32.900000+00:00,47.52,20.31,0.1,1.32,0.03,273.7,147.93,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.6,-446
128373,57783,3374,H74,2018-12-16 20:22:33+00:00,47.55,20.34,0.14,1.15,0.04,275.55,76.89,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.5,-440
128374,57783,3374,H74,2018-12-16 20:22:33.099000+00:00,47.6,20.37,0.27,1.0,0.05,278.09,61.86,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.401,-434
128375,57783,3374,H74,2018-12-16 20:22:33.200000+00:00,47.64,20.4,0.35,0.68,0.05,281.22,64.37,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.3,-428
128376,57783,3374,H74,2018-12-16 20:22:33.299000+00:00,47.69,20.42,0.41,0.5,0.05,283.87,66.8,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.201,-422
128377,57783,3374,H74,2018-12-16 20:22:33.400000+00:00,47.74,20.42,0.43,0.38,0.05,283.87,72.26,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.1,-416
128378,57783,3374,H74,2018-12-16 20:22:33.500000+00:00,47.78,20.42,0.42,0.49,0.04,283.87,79.48,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.0,-410
128379,57783,3374,H74,2018-12-16 20:22:33.599000+00:00,47.82,20.41,0.4,0.58,0.04,282.75,86.9,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.901,-404
128380,57783,3374,H74,2018-12-16 20:22:33.700000+00:00,47.85,20.4,0.37,0.54,0.04,280.81,93.31,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.8,-398
128381,57783,3374,H74,2018-12-16 20:22:33.799000+00:00,47.88,20.39,0.31,0.5,0.02,278.97,93.73,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.701,-392
128382,57783,3374,H74,2018-12-16 20:22:33.900000+00:00,47.89,20.39,0.22,0.71,0.01,277.68,96.69,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.6,-386
128383,57783,3374,H74,2018-12-16 20:22:34+00:00,47.88,20.39,0.12,0.89,0.0,276.8,99.14,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.5,-380
128384,57783,3374,H74,2018-12-16 20:22:34.099000+00:00,47.86,20.4,0.01,0.96,0.02,274.79,10.11,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.401,-374
128385,57783,3374,H74,2018-12-16 20:22:34.200000+00:00,47.83,20.41,0.12,1.01,0.03,271.52,284.16,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.3,-368
128386,57783,3374,H74,2018-12-16 20:22:34.299000+00:00,47.78,20.41,0.24,1.02,0.04,265.97,279.85,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.201,-362
128387,57783,3374,H74,2018-12-16 20:22:34.400000+00:00,47.73,20.42,0.33,0.89,0.06,260.54,275.67,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.1,-356
128388,57783,3374,H74,2018-12-16 20:22:34.500000+00:00,47.67,20.41,0.41,0.63,0.06,254.61,269.89,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.0,-350
128389,57783,3374,H74,2018-12-16 20:22:34.599000+00:00,47.61,20.4,0.47,0.53,0.06,242.94,263.96,line_set,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.901,-344
128390,57783,3374,H74,2018-12-16 20:22:34.700000+00:00,47.56,20.39,0.49,0.24,0.06,236.87,263.44,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.8,-338
128391,57783,3374,H74,2018-12-16 20:22:34.799000+00:00,47.51,20.38,0.48,0.16,0.05,235.23,264.26,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.701,-332
128392,57783,3374,H74,2018-12-16 20:22:34.900000+00:00,47.47,20.38,0.44,0.3,0.04,232.91,263.35,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.6,-326
128393,57783,3374,H74,2018-12-16 20:22:35+00:00,47.44,20.38,0.41,0.4,0.03,230.5,263.99,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.5,-320
128394,57783,3374,H74,2018-12-16 20:22:35.099000+00:00,47.42,20.38,0.35,0.51,0.03,231.29,266.12,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.401,-314
128395,57783,3374,H74,2018-12-16 20:22:35.200000+00:00,47.4,20.39,0.28,0.61,0.02,232.24,274.88,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.3,-308
128396,57783,3374,H74,2018-12-16 20:22:35.299000+00:00,47.39,20.4,0.23,0.65,0.02,237.14,288.27,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.201,-302
128397,57783,3374,H74,2018-12-16 20:22:35.400000+00:00,47.38,20.42,0.2,0.58,0.02,227.98,303.31,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.1,-296
128398,57783,3374,H74,2018-12-16 20:22:35.500000+00:00,47.38,20.44,0.18,0.52,0.02,226.58,321.11,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.0,-290
128399,57783,3374,H74,2018-12-16 20:22:35.599000+00:00,47.38,20.46,0.17,0.33,0.02,226.0,326.91,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.901,-284
128400,57783,3374,H74,2018-12-16 20:22:35.700000+00:00,47.38,20.48,0.16,0.23,0.02,226.66,338.17,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.8,-278
128401,57783,3374,H74,2018-12-16 20:22:35.799000+00:00,47.38,20.49,0.17,0.17,0.02,235.61,346.68,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.701,-272
128402,57783,3374,H74,2018-12-16 20:22:35.900000+00:00,47.38,20.51,0.17,0.15,0.02,246.1,353.72,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.6,-266
128403,57783,3374,H74,2018-12-16 20:22:36+00:00,47.38,20.53,0.17,0.13,0.02,244.08,358.67,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.5,-260
128404,57783,3374,H74,2018-12-16 20:22:36.099000+00:00,47.38,20.54,0.16,0.14,0.02,245.25,2.91,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.401,-254
128405,57783,3374,H74,2018-12-16 20:22:36.200000+00:00,47.39,20.56,0.14,0.16,0.01,246.12,6.85,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.3,-248
128406,57783,3374,H74,2018-12-16 20:22:36.299000+00:00,47.39,20.56,0.11,0.29,0.01,247.05,15.37,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.201,-242
128407,57783,3374,H74,2018-12-16 20:22:36.400000+00:00,47.4,20.56,0.07,0.35,0.0,254.81,24.37,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.1,-236
128408,57783,3374,H74,2018-12-16 20:22:36.500000+00:00,47.4,20.56,0.04,0.43,0.0,259.9,43.03,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.0,-230
128409,57783,3374,H74,2018-12-16 20:22:36.599000+00:00,47.4,20.55,0.03,0.43,0.01,268.66,132.78,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.901,-224
128410,57783,3374,H74,2018-12-16 20:22:36.700000+00:00,47.4,20.54,0.03,0.22,0.01,272.86,138.85,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.8,-218
128411,57783,3374,H74,2018-12-16 20:22:36.799000+00:00,47.41,20.53,0.05,0.16,0.01,277.21,145.9,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.701,-212
128412,57783,3374,H74,2018-12-16 20:22:36.900000+00:00,47.42,20.54,0.05,0.05,0.01,277.83,106.11,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.6,-206
128413,57783,3374,H74,2018-12-16 20:22:37+00:00,47.43,20.54,0.06,0.02,0.01,278.97,101.41,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.5,-200
128414,57783,3374,H74,2018-12-16 20:22:37.099000+00:00,47.43,20.53,0.07,0.02,0.01,278.97,115.3,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.401,-194
128415,57783,3374,H74,2018-12-16 20:22:37.200000+00:00,47.43,20.53,0.05,0.02,0.0,278.97,120.69,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.3,-188
128416,57783,3374,H74,2018-12-16 20:22:37.299000+00:00,47.43,20.53,0.04,0.02,0.0,280.61,129.8,line_set,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.201,-182
128417,57783,3374,H74,2018-12-16 20:22:37.400000+00:00,47.43,20.52,0.04,0.02,0.01,282.07,137.15,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.1,-176
128418,57783,3374,H74,2018-12-16 20:22:37.500000+00:00,47.42,20.51,0.04,0.02,0.01,282.07,162.49,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.0,-170
128419,57783,3374,H74,2018-12-16 20:22:37.599000+00:00,47.43,20.51,0.04,0.02,0.0,282.07,161.27,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-2.901,-164
128420,57783,3374,H74,2018-12-16 20:22:37.700000+00:00,47.42,20.5,0.04,0.02,0.01,283.08,173.88,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-2.8,-158
128421,57783,3374,H74,2018-12-16 20:22:37.799000+00:00,47.42,20.5,0.03,0.02,0.0,285.26,178.58,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-2.701,-152
128422,57783,3374,H74,2018-12-16 20:22:37.900000+00:00,47.42,20.5,0.04,0.02,0.01,286.33,180.19,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-2.6,-146
128423,57783,3374,H74,2018-12-16 20:22:38+00:00,47.42,20.49,0.04,0.03,0.01,287.23,179.66,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-2.5,-140
